b,g,r,clase
237,235,234,1
237,235,234,1
238,236,235,1
240,238,237,1
241,239,238,1
241,239,238,1
241,239,238,1
241,239,238,1
241,239,238,1
241,239,238,1
242,240,239,1
242,240,239,1
241,238,237,1
240,235,232,1
240,235,232,1
240,235,232,1
239,234,231,1
239,234,231,1
239,234,231,1
238,233,230,1
238,233,230,1
238,233,230,1
238,233,230,1
238,233,230,1
238,233,230,1
237,232,229,1
237,232,229,1
236,231,228,1
236,231,228,1
236,231,228,1
236,231,228,1
236,231,228,1
237,232,229,1
237,232,229,1
236,231,228,1
236,231,228,1
236,231,228,1
235,230,227,1
235,230,227,1
235,230,227,1
235,230,227,1
235,230,227,1
235,230,227,1
235,230,227,1
235,230,227,1
235,230,227,1
235,230,227,1
235,230,227,1
235,230,227,1
235,230,227,1
235,230,227,1
234,228,225,1
234,227,224,1
234,227,224,1
234,227,224,1
234,227,224,1
234,227,224,1
234,227,224,1
234,227,224,1
234,227,224,1
234,227,224,1
237,230,227,1
238,231,228,1
236,229,226,1
236,229,226,1
235,228,225,1
234,227,224,1
234,227,224,1
233,226,223,1
233,226,223,1
232,225,222,1
230,225,222,1
230,225,222,1
231,226,223,1
231,227,224,1
232,228,224,1
232,228,225,1
233,228,225,1
234,229,226,1
234,230,227,1
233,229,226,1
233,229,225,1
233,228,225,1
233,229,226,1
234,230,226,1
234,230,226,1
235,231,227,1
235,230,227,1
234,230,227,1
235,231,227,1
232,227,225,1
232,226,224,1
232,226,224,1
231,225,223,1
231,225,222,1
230,224,222,1
230,224,222,1
229,223,221,1
229,223,221,1
228,222,219,1
224,217,215,1
222,216,214,1
223,216,214,1
223,217,214,1
222,215,213,1
221,214,212,1
220,214,212,1
220,213,211,1
220,214,210,1
220,214,209,1
221,214,207,1
220,213,205,1
218,212,203,1
216,210,201,1
216,208,199,1
215,207,197,1
213,205,195,1
213,204,194,1
212,203,193,1
209,200,189,1
208,200,187,1
209,199,186,1
209,198,185,1
208,198,184,1
208,197,184,1
207,196,183,1
206,196,182,1
207,196,181,1
207,197,183,1
210,201,188,1
209,200,187,1
210,200,187,1
210,198,187,1
209,198,185,1
208,198,184,1
207,197,183,1
209,197,183,1
209,197,183,1
211,198,183,1
212,199,183,1
211,198,182,1
211,198,180,1
210,197,179,1
211,196,178,1
211,195,178,1
210,195,177,1
209,194,176,1
208,193,176,1
210,194,176,1
211,194,175,1
210,193,175,1
210,194,175,1
209,192,173,1
208,191,171,1
207,190,170,1
206,190,169,1
206,190,169,1
206,190,169,1
205,190,166,1
205,190,167,1
205,190,166,1
204,190,165,1
204,189,164,1
204,190,164,1
204,190,164,1
203,189,162,1
203,189,162,1
203,189,162,1
203,187,161,1
205,188,161,1
0,96,68,1
0,120,99,1
202,221,230,1
208,206,216,1
158,167,171,1
169,194,191,1
219,246,243,1
244,252,251,1
211,212,212,1
179,192,191,1
123,178,171,1
167,202,198,1
224,243,241,1
218,238,235,1
197,226,222,1
178,217,211,1
162,211,202,1
140,190,180,1
174,208,202,1
223,238,234,1
203,206,201,1
165,156,153,1
213,204,201,1
217,218,213,1
219,229,224,1
219,236,228,1
167,189,178,1
171,189,180,1
220,227,222,1
235,233,232,1
228,227,226,1
235,242,240,1
208,233,228,1
127,175,166,1
113,170,160,1
173,221,211,1
218,251,243,1
228,244,239,1
241,239,238,1
245,235,235,1
237,227,227,1
241,231,231,1
254,241,242,1
254,240,241,1
245,236,236,1
221,232,228,1
228,246,245,1
233,252,250,1
222,239,235,1
223,235,232,1
224,234,231,1
226,234,231,1
230,234,233,1
236,238,236,1
242,241,240,1
246,241,240,1
246,241,240,1
240,234,233,1
245,237,237,1
252,243,243,1
251,242,243,1
254,246,246,1
249,243,243,1
245,240,239,1
233,228,227,1
231,228,227,1
245,243,242,1
241,240,236,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
238,236,234,1
237,235,234,1
237,235,234,1
237,235,234,1
238,236,235,1
238,236,235,1
239,237,236,1
239,237,236,1
239,237,236,1
239,237,236,1
240,238,237,1
240,238,237,1
240,238,237,1
240,238,237,1
240,238,237,1
240,238,237,1
240,238,237,1
240,238,237,1
240,238,237,1
240,237,236,1
241,236,233,1
241,236,233,1
240,235,232,1
240,235,232,1
240,235,232,1
240,235,232,1
239,234,231,1
239,234,231,1
239,234,231,1
239,234,231,1
239,234,231,1
238,233,230,1
238,233,230,1
238,233,230,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
236,231,228,1
236,231,228,1
236,231,228,1
236,231,228,1
236,231,228,1
236,231,228,1
236,231,228,1
236,231,228,1
236,231,228,1
236,231,228,1
236,231,228,1
235,230,227,1
235,230,227,1
235,230,227,1
235,230,227,1
235,230,227,1
235,230,227,1
235,230,227,1
235,230,227,1
235,230,227,1
235,229,226,1
235,228,225,1
235,228,225,1
235,228,225,1
235,228,225,1
235,228,225,1
235,228,225,1
235,228,225,1
235,228,225,1
235,228,225,1
237,230,227,1
237,230,227,1
237,230,227,1
237,230,227,1
236,229,226,1
236,229,226,1
236,229,226,1
235,228,225,1
235,228,225,1
234,227,224,1
230,225,222,1
229,226,222,1
230,227,223,1
230,227,223,1
230,228,223,1
231,228,224,1
232,229,225,1
233,230,226,1
233,230,226,1
234,231,227,1
235,232,228,1
235,232,228,1
235,232,228,1
235,232,228,1
234,231,227,1
234,231,227,1
234,231,227,1
233,230,226,1
233,230,226,1
230,225,224,1
229,224,223,1
229,224,223,1
229,224,223,1
229,224,223,1
228,223,222,1
228,223,222,1
228,223,222,1
228,223,222,1
226,221,220,1
222,217,216,1
221,217,216,1
221,216,215,1
221,216,215,1
220,215,214,1
219,215,214,1
218,214,213,1
218,213,212,1
218,213,211,1
218,213,209,1
218,212,206,1
217,211,204,1
216,210,203,1
214,209,201,1
216,208,200,1
215,208,199,1
214,207,197,1
215,206,196,1
214,205,195,1
212,203,193,1
211,202,191,1
211,203,190,1
211,203,189,1
211,202,189,1
210,201,188,1
209,200,187,1
210,200,186,1
211,199,185,1
211,201,187,1
213,204,191,1
213,203,190,1
212,203,190,1
212,203,190,1
211,203,188,1
210,201,187,1
209,200,186,1
211,200,186,1
211,200,186,1
214,202,187,1
216,203,187,1
215,202,186,1
214,202,184,1
213,201,183,1
214,200,182,1
214,201,182,1
213,199,181,1
212,198,180,1
212,198,180,1
212,196,179,1
211,195,179,1
211,195,178,1
211,196,177,1
209,194,175,1
208,193,174,1
207,192,173,1
206,192,171,1
206,192,170,1
206,192,169,1
204,190,167,1
204,190,167,1
204,190,167,1
203,189,167,1
203,189,165,1
203,190,164,1
203,190,164,1
202,189,163,1
202,189,163,1
202,189,163,1
203,188,162,1
205,189,162,1
0,88,61,1
0,68,48,1
0,88,66,1
0,104,84,1
0,119,106,1
212,210,221,1
156,173,174,1
163,198,195,1
215,239,235,1
191,204,202,1
181,199,197,1
196,208,204,1
160,160,156,1
212,208,205,1
212,220,215,1
208,230,223,1
197,230,220,1
129,172,160,1
143,181,171,1
208,226,220,1
230,230,229,1
220,219,218,1
228,235,232,1
205,226,221,1
124,168,159,1
125,179,169,1
180,226,217,1
211,241,234,1
223,237,233,1
240,241,240,1
242,236,236,1
225,219,219,1
228,223,222,1
246,236,236,1
250,235,236,1
243,235,235,1
209,221,218,1
220,241,239,1
221,243,240,1
199,218,213,1
208,226,222,1
229,244,240,1
237,248,244,1
234,241,238,1
232,236,234,1
237,238,237,1
242,238,237,1
245,240,239,1
239,234,233,1
245,239,238,1
252,244,244,1
250,243,242,1
251,246,245,1
247,243,242,1
245,241,240,1
235,233,232,1
233,232,231,1
244,242,241,1
241,240,236,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
238,236,234,1
237,235,234,1
237,235,234,1
237,235,234,1
238,236,235,1
238,236,235,1
239,237,236,1
239,237,236,1
239,237,236,1
239,237,236,1
240,238,237,1
240,238,237,1
240,238,237,1
240,238,237,1
240,238,237,1
240,238,237,1
240,238,237,1
240,238,237,1
240,238,237,1
240,237,236,1
241,236,233,1
241,236,233,1
240,235,232,1
240,235,232,1
240,235,232,1
240,235,232,1
239,234,231,1
239,234,231,1
239,234,231,1
239,234,231,1
239,234,231,1
239,234,231,1
238,233,230,1
238,233,230,1
238,233,230,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
236,231,228,1
235,230,227,1
235,230,227,1
235,230,227,1
235,230,227,1
235,230,227,1
235,230,227,1
235,230,227,1
235,230,227,1
235,230,227,1
235,229,226,1
235,228,225,1
235,228,225,1
235,228,225,1
235,228,225,1
235,228,225,1
235,228,225,1
235,228,225,1
235,228,225,1
235,228,225,1
237,230,227,1
237,230,227,1
237,230,227,1
237,230,227,1
236,229,226,1
236,229,226,1
236,229,226,1
236,228,225,1
234,228,225,1
232,227,224,1
230,225,222,1
229,226,222,1
230,227,223,1
231,228,224,1
232,229,225,1
232,229,225,1
232,229,225,1
233,230,226,1
233,230,226,1
234,231,227,1
235,232,228,1
235,232,228,1
235,232,228,1
235,232,228,1
234,231,227,1
234,231,227,1
234,231,227,1
233,230,226,1
233,230,226,1
231,226,224,1
230,225,224,1
230,225,224,1
229,224,223,1
229,224,223,1
229,224,223,1
228,223,222,1
228,223,222,1
228,223,222,1
227,222,221,1
224,219,218,1
224,219,218,1
223,218,217,1
223,218,216,1
222,217,216,1
222,217,216,1
221,216,215,1
220,215,214,1
220,215,213,1
221,215,211,1
221,215,209,1
220,214,207,1
219,213,206,1
217,211,204,1
218,211,203,1
217,210,201,1
216,210,200,1
217,209,199,1
216,208,198,1
214,206,196,1
213,204,194,1
213,204,194,1
213,204,192,1
213,204,192,1
212,203,190,1
211,202,189,1
212,202,189,1
212,202,188,1
212,202,189,1
213,204,191,1
213,204,191,1
212,203,190,1
212,203,190,1
212,203,189,1
211,202,188,1
210,201,187,1
211,200,186,1
211,200,186,1
214,202,187,1
216,203,187,1
215,202,186,1
214,202,184,1
213,201,183,1
214,200,182,1
214,200,182,1
213,199,181,1
212,198,180,1
212,198,180,1
212,197,179,1
212,196,179,1
212,196,178,1
211,196,177,1
210,195,176,1
208,193,174,1
207,192,173,1
206,192,171,1
206,192,170,1
206,192,170,1
204,190,168,1
204,190,167,1
204,190,167,1
204,190,167,1
204,190,166,1
203,190,164,1
203,190,164,1
202,189,163,1
202,189,163,1
202,189,163,1
203,188,162,1
205,189,162,1
0,86,59,1
0,73,53,1
0,91,71,1
0,84,64,1
0,101,79,1
0,108,92,1
215,225,221,1
197,220,212,1
177,217,206,1
174,227,214,1
107,172,158,1
103,161,147,1
192,221,215,1
231,237,234,1
220,221,220,1
228,234,232,1
201,221,216,1
118,159,150,1
135,185,176,1
183,226,217,1
193,221,215,1
207,221,218,1
234,238,236,1
234,234,233,1
210,212,210,1
214,218,216,1
239,235,234,1
244,235,235,1
239,236,235,1
195,210,206,1
205,232,226,1
206,232,227,1
175,198,193,1
188,210,205,1
222,240,236,1
236,251,247,1
232,243,239,1
231,238,236,1
238,241,240,1
243,241,240,1
247,242,242,1
240,235,234,1
245,240,239,1
251,246,245,1
247,242,241,1
248,244,243,1
243,240,239,1
242,242,241,1
239,239,237,1
236,237,236,1
241,241,239,1
240,239,236,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
240,239,235,1
238,236,234,1
237,235,234,1
237,235,234,1
237,235,234,1
238,236,235,1
238,236,235,1
239,237,236,1
239,237,236,1
239,237,236,1
239,237,236,1
240,238,237,1
240,238,237,1
240,238,237,1
240,238,237,1
240,238,237,1
240,238,237,1
240,238,237,1
240,238,237,1
240,238,237,1
240,237,236,1
241,236,233,1
241,236,233,1
240,235,232,1
240,235,232,1
240,235,232,1
240,235,232,1
239,234,231,1
239,234,231,1
239,234,231,1
239,234,231,1
239,234,231,1
239,234,231,1
239,234,231,1
238,233,230,1
238,233,230,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
236,231,228,1
236,231,228,1
236,231,228,1
236,231,228,1
236,231,228,1
236,231,228,1
236,231,228,1
236,231,228,1
236,231,228,1
236,230,227,1
236,229,226,1
236,229,226,1
236,229,226,1
236,229,226,1
236,229,226,1
236,229,226,1
236,229,226,1
236,229,226,1
236,229,226,1
237,230,227,1
237,230,227,1
237,230,227,1
237,230,227,1
236,229,226,1
236,229,226,1
236,229,226,1
236,228,225,1
234,228,225,1
232,227,224,1
230,225,222,1
230,227,223,1
230,227,223,1
231,228,224,1
231,228,224,1
232,229,225,1
233,230,226,1
233,230,226,1
234,231,227,1
235,232,228,1
235,232,228,1
235,232,228,1
235,232,228,1
235,232,228,1
234,231,227,1
234,231,227,1
234,231,227,1
233,230,226,1
233,230,226,1
231,227,224,1
230,225,222,1
230,225,222,1
230,225,222,1
230,225,222,1
229,224,221,1
229,224,221,1
229,224,221,1
229,224,221,1
228,223,220,1
228,223,220,1
227,222,219,1
227,222,219,1
227,221,219,1
226,221,218,1
225,220,217,1
224,219,216,1
224,219,216,1
224,219,216,1
225,219,215,1
225,219,213,1
225,219,212,1
223,217,210,1
222,216,209,1
221,215,208,1
219,214,206,1
219,214,205,1
220,213,204,1
219,212,202,1
218,210,200,1
217,208,198,1
217,208,198,1
217,208,197,1
216,207,197,1
216,207,194,1
215,206,193,1
215,206,193,1
215,206,193,1
215,206,193,1
214,205,192,1
213,205,192,1
212,204,191,1
212,204,191,1
212,204,190,1
212,203,189,1
211,202,188,1
210,201,187,1
210,201,187,1
212,202,187,1
214,204,187,1
214,204,187,1
215,203,185,1
214,202,184,1
213,201,183,1
211,199,181,1
211,199,181,1
212,198,180,1
212,198,180,1
211,197,179,1
211,197,179,1
211,197,179,1
210,196,178,1
209,195,177,1
208,194,175,1
207,193,174,1
206,192,174,1
206,192,172,1
205,192,170,1
204,191,169,1
204,191,169,1
203,191,168,1
203,191,167,1
203,191,167,1
202,190,166,1
202,190,166,1
202,190,166,1
203,189,166,1
203,188,164,1
203,188,162,1
205,189,162,1
0,88,61,1
0,83,63,1
0,109,92,1
172,212,204,1
225,238,234,1
219,223,221,1
230,236,234,1
195,214,210,1
114,152,144,1
146,193,184,1
190,231,222,1
182,211,205,1
193,211,207,1
222,234,231,1
220,231,228,1
195,207,204,1
202,216,212,1
230,237,234,1
240,239,237,1
232,236,233,1
183,201,197,1
189,220,213,1
193,226,218,1
167,194,188,1
176,201,196,1
208,230,225,1
225,243,239,1
224,237,234,1
228,236,233,1
237,243,240,1
240,241,239,1
242,239,238,1
237,233,232,1
245,240,239,1
249,245,244,1
243,239,238,1
245,242,241,1
239,238,237,1
239,242,240,1
240,243,241,1
238,241,239,1
238,240,237,1
238,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
238,236,234,1
237,235,234,1
237,235,234,1
237,235,234,1
238,236,235,1
238,236,235,1
239,237,236,1
239,237,236,1
239,237,236,1
239,237,236,1
239,237,236,1
239,237,236,1
239,237,236,1
239,237,236,1
239,237,236,1
239,237,236,1
239,237,236,1
239,237,236,1
239,237,236,1
240,237,235,1
241,236,233,1
241,236,233,1
240,235,232,1
240,235,232,1
240,235,232,1
240,235,232,1
239,234,231,1
239,234,231,1
239,234,231,1
240,235,232,1
240,235,232,1
239,234,231,1
239,234,231,1
239,234,231,1
238,233,230,1
238,233,230,1
238,233,230,1
238,233,230,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
237,232,229,1
236,231,228,1
236,231,228,1
236,231,228,1
236,231,228,1
236,231,228,1
236,231,228,1
236,231,228,1
236,231,228,1
236,231,228,1
236,230,227,1
236,229,226,1
236,229,226,1
236,229,226,1
236,229,226,1
236,229,226,1
236,229,226,1
236,229,226,1
236,229,226,1
236,229,226,1
237,230,227,1
237,230,227,1
237,230,227,1
237,230,227,1
236,229,226,1
236,229,226,1
236,229,226,1
236,228,225,1
234,228,225,1
232,228,224,1
230,227,223,1
230,227,223,1
231,228,224,1
231,228,224,1
231,228,224,1
232,229,225,1
233,230,226,1
234,231,227,1
234,231,227,1
235,232,228,1
235,232,228,1
235,232,228,1
235,232,228,1
235,232,228,1
234,231,227,1
234,231,227,1
234,231,227,1
233,230,226,1
233,230,226,1
231,227,224,1
231,226,223,1
231,226,223,1
231,226,223,1
231,226,223,1
230,225,222,1
230,225,222,1
230,225,222,1
229,224,221,1
229,224,221,1
231,225,222,1
230,225,222,1
230,224,221,1
229,224,221,1
228,223,220,1
227,222,219,1
227,222,219,1
227,221,218,1
227,222,218,1
228,223,218,1
229,223,217,1
228,222,215,1
227,221,214,1
225,219,212,1
224,218,211,1
223,217,210,1
222,216,208,1
223,216,207,1
222,215,206,1
221,213,204,1
220,211,202,1
220,211,201,1
220,211,201,1
219,210,200,1
219,210,197,1
218,209,196,1
218,209,196,1
218,209,196,1
217,208,196,1
215,207,194,1
214,206,193,1
213,206,193,1
213,206,193,1
213,205,191,1
213,204,190,1
212,203,189,1
211,203,189,1
211,202,188,1
213,203,188,1
215,205,188,1
214,204,187,1
215,203,185,1
214,202,184,1
213,201,183,1
212,200,182,1
212,200,182,1
213,199,181,1
212,198,180,1
212,198,180,1
211,197,179,1
211,197,179,1
211,197,179,1
209,195,177,1
208,194,175,1
207,193,174,1
206,192,173,1
206,192,173,1
206,192,171,1
204,191,169,1
204,191,169,1
204,191,169,1
203,191,168,1
203,191,167,1
203,191,167,1
203,191,167,1
202,190,166,1
202,190,166,1
202,189,165,1
203,189,163,1
206,191,163,1
0,86,60,1
0,96,69,1
0,99,75,1
0,91,69,1
0,77,57,1
0,92,74,1
0,119,102,1
205,217,214,1
224,235,232,1
184,204,200,1
115,152,144,1
159,204,195,1
205,245,236,1
189,220,213,1
189,213,207,1
213,232,228,1
206,228,223,1
181,208,202,1
183,212,205,1
211,233,228,1
228,240,237,1
216,228,225,1
177,201,196,1
182,216,208,1
182,218,210,1
162,194,188,1
174,203,197,1
200,227,221,1
217,239,235,1
218,235,231,1
219,230,227,1
226,233,231,1
228,232,230,1
229,228,227,1
232,230,229,1
243,240,239,1
242,239,238,1
235,233,232,1
242,240,239,1
236,237,236,1
234,238,236,1
239,244,241,1
238,243,241,1
235,239,236,1
237,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
239,238,234,1
238,236,234,1
237,235,234,1
237,235,234,1
237,235,234,1
238,236,235,1
238,236,235,1
239,237,236,1
239,237,236,1
239,237,236,1
239,237,236,1
239,237,236,1
239,237,236,1
239,237,236,1
239,237,236,1
239,237,236,1
239,237,236,1
239,237,236,1
239,237,236,1
239,237,236,1
240,237,235,1
241,236,233,1
241,236,233,1
240,235,232,1
240,235,232,1
240,235,232,1
240,235,232,1
239,234,231,1
239,234,231,1
239,234,231,1
240,235,232,1
240,235,232,1
240,235,232,1
